Date,Open,High,Low,Close*,Adj Close**,Volume
1-May-20,"24,120.78","25,758.79","22,789.62","25,383.11","25,383.11","7,940,630,000"
1-Apr-20,"21,227.38","24,764.77","20,735.02","24,345.72","24,345.72","9,805,160,000"
1-Mar-20,"25,590.51","27,102.34","18,213.65","21,917.16","21,917.16","15,521,140,000"
1-Feb-20,"28,319.65","29,568.57","24,681.01","25,409.36","25,409.36","6,991,990,000"
1-Jan-20,"28,638.97","29,373.62","28,169.53","28,256.03","28,256.03","6,170,770,000"
1-Dec-19,"28,109.74","28,701.66","27,325.13","28,538.44","28,538.44","5,086,880,000"
1-Nov-19,"27,142.95","28,174.97","27,142.95","28,051.41","28,051.41","4,925,180,000"
1-Oct-19,"26,962.54","27,204.36","25,743.46","27,046.23","27,046.23","5,660,960,000"
1-Sep-19,"26,198.26","27,306.73","25,978.22","26,916.83","26,916.83","5,045,520,000"
1-Aug-19,"26,879.86","27,175.59","25,339.60","26,403.28","26,403.28","6,196,080,000"
1-Jul-19,"26,805.86","27,398.68","26,616.21","26,864.27","26,864.27","5,207,470,000"
1-Jun-19,"24,830.16","26,907.37","24,680.57","26,599.96","26,599.96","5,544,390,000"
1-May-19,"26,639.06","26,689.39","24,809.51","24,815.04","24,815.04","6,358,230,000"
1-Apr-19,"26,075.10","26,695.96","26,062.59","26,592.91","26,592.91","5,854,600,000"
1-Mar-19,"26,019.67","26,155.98","25,208.00","25,928.68","25,928.68","6,637,700,000"
1-Feb-19,"25,025.31","26,241.42","24,883.04","25,916.00","25,916.00","5,434,540,000"
1-Jan-19,"23,058.61","25,109.62","22,638.41","24,999.67","24,999.67","7,189,200,000"
1-Dec-18,"25,779.57","25,980.21","21,712.53","23,327.46","23,327.46","8,101,540,000"
1-Nov-18,"25,142.08","26,277.82","24,268.74","25,538.46","25,538.46","7,226,940,000"
1-Oct-18,"26,598.36","26,951.81","24,122.23","25,115.76","25,115.76","8,373,350,000"
1-Sep-18,"25,916.07","26,769.16","25,754.32","26,458.31","26,458.31","5,262,500,000"
1-Aug-18,"25,461.63","26,167.94","24,965.77","25,964.82","25,964.82","5,635,410,000"
1-Jul-18,"24,161.53","25,587.24","24,077.56","25,415.19","25,415.19","5,408,500,000"
1-Jun-18,"24,542.09","25,402.83","23,997.21","24,271.41","24,271.41","7,411,110,000"
1-May-18,"24,117.29","25,086.49","23,531.31","24,415.84","24,415.84","7,278,020,000"
1-Apr-18,"24,076.60","24,858.97","23,344.52","24,163.15","24,163.15","8,064,550,000"
1-Mar-18,"25,024.04","25,449.15","23,509.06","24,103.11","24,103.11","8,873,040,000"
1-Feb-18,"26,083.04","26,306.70","23,360.29","25,029.20","25,029.20","9,450,250,000"
1-Jan-18,"24,809.35","26,616.71","24,741.70","26,149.39","26,149.39","9,116,920,000"
1-Dec-17,"24,305.40","24,876.07","23,921.90","24,719.22","24,719.22","6,589,890,000"
1-Nov-17,"23,442.90","24,327.82","23,242.75","24,272.35","24,272.35","7,335,640,000"
1-Oct-17,"22,423.47","23,485.25","22,416.00","23,377.24","23,377.24","7,302,910,000"
1-Sep-17,"21,981.77","22,419.51","21,709.63","22,405.09","22,405.09","6,342,130,000"
1-Aug-17,"21,961.42","22,179.11","21,600.34","21,948.10","21,948.10","6,150,060,000"
1-Jul-17,"21,392.30","21,929.80","21,279.30","21,891.12","21,891.12","5,569,720,000"
1-Jun-17,"21,030.55","21,535.03","20,994.22","21,349.63","21,349.63","7,214,590,000"
1-May-17,"20,962.73","21,112.32","20,553.45","21,008.65","21,008.65","6,613,570,000"
1-Apr-17,"20,665.17","21,070.90","20,379.55","20,940.51","20,940.51","5,392,630,000"
1-Mar-17,"20,957.29","21,169.11","20,412.80","20,663.22","20,663.22","6,941,970,000"
1-Feb-17,"19,923.81","20,851.33","19,831.09","20,812.24","20,812.24","6,185,580,000"
1-Jan-17,"19,872.86","20,125.58","19,677.94","19,864.09","19,864.09","6,482,900,000"
1-Dec-16,"19,149.20","19,987.63","19,138.79","19,762.60","19,762.60","5,952,470,000"
1-Nov-16,"18,158.24","19,225.29","17,883.56","19,123.58","19,123.58","2,107,770,000"
1-Oct-16,"18,279.60","18,399.96","17,959.95","18,142.42","18,142.42","1,793,690,000"
1-Sep-16,"18,396.57","18,551.54","17,992.21","18,308.15","18,308.15","2,101,120,000"
1-Aug-16,"18,434.50","18,722.61","18,247.79","18,400.88","18,400.88","1,695,750,000"
1-Jul-16,"17,924.24","18,622.01","17,713.45","18,432.24","18,432.24","1,816,520,000"
1-Jun-16,"17,754.55","18,016.00","17,063.08","17,929.99","17,929.99","2,350,020,000"
1-May-16,"17,783.78","17,934.61","17,331.07","17,787.20","17,787.20","1,879,010,000"
1-Apr-16,"17,661.74","18,167.63","17,484.23","17,773.64","17,773.64","2,096,650,000"
1-Mar-16,"16,545.67","17,790.11","16,545.67","17,685.09","17,685.09","2,407,750,000"
1-Feb-16,"16,453.63","16,795.98","15,503.01","16,516.50","16,516.50","2,491,810,000"
1-Jan-16,"17,405.48","17,405.48","15,450.56","16,466.30","16,466.30","2,844,080,000"
1-Dec-15,"17,719.72","17,901.58","17,116.73","17,425.03","17,425.03","2,521,440,000"
1-Nov-15,"17,672.62","17,977.85","17,210.43","17,719.92","17,719.92","2,334,610,000"
1-Oct-15,"16,278.62","17,799.96","16,013.66","17,663.54","17,663.54","2,605,470,000"
1-Sep-15,"16,528.03","16,933.43","15,942.37","16,284.70","16,284.70","2,724,080,000"
1-Aug-15,"17,696.74","17,704.76","15,370.33","16,528.03","16,528.03","2,726,340,000"
1-Jul-15,"17,638.12","18,137.12","17,399.17","17,689.86","17,689.86","2,034,220,000"
1-Jun-15,"18,017.82","18,188.81","17,576.50","17,619.51","17,619.51","2,219,240,000"
1-May-15,"17,859.27","18,351.36","17,733.12","18,010.68","18,010.68","1,832,450,000"
1-Apr-15,"17,778.52","18,175.56","17,585.01","17,840.52","17,840.52","2,174,880,000"
1-Mar-15,"18,134.05","18,288.63","17,579.27","17,776.12","17,776.12","2,470,480,000"
1-Feb-15,"17,169.99","18,244.38","17,037.76","18,132.70","18,132.70","1,751,250,000"
1-Jan-15,"17,823.07","17,951.78","17,136.30","17,164.95","17,164.95","2,173,260,000"
1-Dec-14,"17,827.27","18,103.45","17,067.59","17,823.07","17,823.07","2,216,900,000"
1-Nov-14,"17,390.90","17,894.83","17,278.36","17,828.24","17,828.24","1,516,490,000"
1-Oct-14,"17,040.46","17,395.54","15,855.12","17,390.52","17,390.52","2,903,240,000"
1-Sep-14,"17,097.42","17,350.64","16,934.43","17,042.90","17,042.90","1,870,550,000"
1-Aug-14,"16,561.70","17,153.80","16,333.78","17,098.45","17,098.45","1,482,600,000"
1-Jul-14,"16,828.53","17,151.56","16,563.30","16,563.30","16,563.30","1,690,880,000"
1-Jun-14,"16,716.85","16,978.02","16,673.65","16,826.60","16,826.60","1,755,480,000"
1-May-14,"16,580.26","16,735.51","16,341.30","16,717.17","16,717.17","1,643,160,000"
1-Apr-14,"16,458.05","16,631.63","16,015.32","16,580.84","16,580.84","1,986,960,000"
1-Mar-14,"16,321.71","16,505.70","16,046.99","16,457.66","16,457.66","2,095,940,000"
1-Feb-14,"15,697.69","16,398.95","15,340.69","16,321.71","16,321.71","2,067,820,000"
1-Jan-14,"16,572.17","16,573.07","15,617.55","15,698.85","15,698.85","2,177,040,000"
1-Dec-13,"16,087.12","16,588.25","15,703.79","16,576.66","16,576.66","2,057,160,000"
1-Nov-13,"15,558.01","16,174.51","15,522.18","16,086.41","16,086.41","1,820,260,000"
1-Oct-13,"15,132.49","15,721.00","14,719.43","15,545.75","15,545.75","2,206,620,000"
1-Sep-13,"14,801.55","15,709.58","14,777.48","15,129.67","15,129.67","2,371,540,000"
1-Aug-13,"15,503.85","15,658.43","14,760.41","14,810.31","14,810.31","2,327,660,000"
1-Jul-13,"14,911.60","15,634.32","14,858.93","15,499.54","15,499.54","2,623,130,000"
1-Jun-13,"15,123.55","15,340.09","14,551.27","14,909.60","14,909.60","2,929,040,000"
1-May-13,"14,839.80","15,542.40","14,687.05","15,115.57","15,115.57","2,771,510,000"
1-Apr-13,"14,578.54","14,887.51","14,434.43","14,839.80","14,839.80","2,920,230,000"
1-Mar-13,"14,054.49","14,585.10","13,937.60","14,578.54","14,578.54","2,546,320,000"
1-Feb-13,"13,860.58","14,149.15","13,784.01","14,054.49","14,054.49","2,487,580,000"
1-Jan-13,"13,104.30","13,969.99","13,104.30","13,860.58","13,860.58","2,786,680,000"
1-Dec-12,"13,027.73","13,365.86","12,883.89","13,104.14","13,104.14","2,666,750,000"
1-Nov-12,"13,099.19","13,290.75","12,471.49","13,025.58","13,025.58","2,683,930,000"
1-Oct-12,"13,437.66","13,661.87","13,017.37","13,096.46","13,096.46","2,472,600,000"
1-Sep-12,"13,092.15","13,653.24","12,977.09","13,437.13","13,437.13","2,701,270,000"
1-Aug-12,"13,007.47","13,330.76","12,778.90","13,090.84","13,090.84","2,267,280,000"
1-Jul-12,"12,879.71","13,128.64","12,492.25","13,008.68","13,008.68","2,578,110,000"
1-Jun-12,"12,391.56","12,898.94","12,035.09","12,880.09","12,880.09","2,923,670,000"
1-May-12,"13,214.16","13,338.66","12,311.56","12,393.45","12,393.45","3,050,000,000"
1-Apr-12,"13,211.36","13,297.11","12,710.56","13,213.63","13,213.63","2,574,900,000"
1-Mar-12,"12,952.29","13,289.08","12,734.86","13,212.04","13,212.04","3,203,390,000"
1-Feb-12,"12,632.76","13,055.75","12,632.76","12,952.07","12,952.07","2,712,170,000"
1-Jan-12,"12,221.19","12,841.95","12,221.19","12,632.91","12,632.91","2,981,080,000"
1-Dec-11,"12,046.21","12,328.47","11,735.19","12,217.56","12,217.56","3,071,480,000"
1-Nov-11,"11,951.53","12,187.51","11,231.43","12,045.68","12,045.68","3,263,110,000"
1-Oct-11,"10,912.10","12,284.31","10,404.49","11,955.01","11,955.01","3,907,730,000"
1-Sep-11,"11,613.30","11,716.84","10,597.14","10,913.38","10,913.38","4,396,520,000"
1-Aug-11,"12,144.22","12,282.42","10,604.07","11,613.53","11,613.53","6,203,230,000"
1-Jul-11,"12,414.34","12,753.89","12,083.45","12,143.24","12,143.24","3,092,480,000"
1-Jun-11,"12,569.41","12,569.49","11,862.53","12,414.34","12,414.34","3,876,460,000"
1-May-11,"12,810.16","12,876.00","12,309.52","12,569.79","12,569.79","3,578,020,000"
1-Apr-11,"12,321.02","12,832.83","12,093.89","12,810.54","12,810.54","3,321,090,000"
1-Mar-11,"12,226.49","12,383.46","11,555.48","12,319.73","12,319.73","3,851,830,000"
1-Feb-11,"11,892.50","12,391.29","11,892.50","12,226.34","12,226.34","3,220,480,000"
1-Jan-11,"11,577.43","12,020.52","11,573.87","11,891.93","11,891.93","3,681,720,000"
1-Dec-10,"11,007.23","11,625.00","11,007.23","11,577.51","11,577.51","3,252,900,000"
1-Nov-10,"11,120.30","11,451.53","10,929.28","11,006.02","11,006.02","3,808,130,000"
1-Oct-10,"10,789.72","11,247.60","10,711.12","11,118.49","11,118.49","3,787,250,000"
1-Sep-10,"10,016.01","10,948.88","10,016.01","10,788.05","10,788.05","3,764,970,000"
1-Aug-10,"10,468.82","10,719.94","9,936.62","10,014.72","10,014.72","4,117,550,000"
1-Jul-10,"9,773.27","10,584.99","9,614.32","10,465.94","10,465.94","4,243,320,000"
1-Jun-10,"10,133.94","10,594.16","9,753.84","9,774.02","9,774.02","4,941,680,000"
1-May-10,"11,009.60","11,177.67","9,774.48","10,136.63","10,136.63","5,605,690,000"
1-Apr-10,"10,857.31","11,258.01","10,844.09","11,008.61","11,008.61","4,237,550,000"
1-Mar-10,"10,326.10","10,955.48","10,326.10","10,856.63","10,856.63","4,388,530,000"
1-Feb-10,"10,068.99","10,438.55","9,835.09","10,325.26","10,325.26","4,279,660,000"
1-Jan-10,"10,430.69","10,729.89","10,043.75","10,067.33","10,067.33","4,424,700,000"
1-Dec-09,"10,343.82","10,580.33","10,235.63","10,428.05","10,428.05","4,174,040,000"
1-Nov-09,"9,712.13","10,495.61","9,678.95","10,344.84","10,344.84","3,813,550,000"
1-Oct-09,"9,711.60","10,119.47","9,430.08","9,712.73","9,712.73","5,151,150,000"
1-Sep-09,"9,492.32","9,917.99","9,252.93","9,712.28","9,712.28","4,478,480,000"
1-Aug-09,"9,173.65","9,630.20","9,116.52","9,496.28","9,496.28","4,042,210,000"
1-Jul-09,"8,447.53","9,246.43","8,087.19","9,171.61","9,171.61","4,902,340,000"
1-Jun-09,"8,501.53","8,877.93","8,259.43","8,447.00","8,447.00","5,524,080,000"
1-May-09,"8,167.41","8,591.93","8,099.31","8,500.33","8,500.33","6,734,390,000"
1-Apr-09,"7,606.13","8,307.51","7,483.87","8,168.12","8,168.12","7,795,900,000"
1-Mar-09,"7,056.48","7,931.33","6,469.95","7,608.92","7,608.92","10,561,060,000"
1-Feb-09,"8,000.62","8,315.07","7,033.62","7,062.93","7,062.93","7,134,360,000"
1-Jan-09,"8,772.25","9,088.06","7,909.03","8,000.86","8,000.86","6,261,980,000"
1-Dec-08,"8,826.89","9,026.41","8,118.50","8,776.39","8,776.39","5,701,870,000"
1-Nov-08,"9,326.04","9,653.95","7,449.38","8,829.04","8,829.04","6,262,880,000"
1-Oct-08,"10,847.40","10,882.52","7,882.51","9,325.01","9,325.01","8,311,580,000"
1-Sep-08,"11,545.63","11,790.17","10,365.45","10,850.66","10,850.66","6,302,330,000"
1-Aug-08,"11,379.89","11,867.11","11,221.53","11,543.96","11,543.96","3,578,210,000"
1-Jul-08,"11,344.64","11,698.17","10,827.71","11,378.02","11,378.02","5,551,580,000"
1-Jun-08,"12,637.67","12,638.08","11,287.56","11,350.01","11,350.01","5,309,950,000"
1-May-08,"12,818.34","13,136.69","12,442.59","12,638.32","12,638.32","4,530,790,000"
1-Apr-08,"12,266.64","13,010.00","12,266.47","12,820.13","12,820.13","5,050,840,000"
1-Mar-08,"12,264.36","12,622.07","11,731.60","12,262.89","12,262.89","6,229,020,000"
1-Feb-08,"12,638.17","12,767.74","12,069.47","12,266.39","12,266.39","5,720,360,000"
1-Jan-08,"13,261.82","13,279.54","11,634.82","12,650.36","12,650.36","7,459,830,000"
1-Dec-07,"13,368.22","13,780.11","13,092.00","13,264.82","13,264.82","4,310,320,000"
1-Nov-07,"13,924.16","13,924.16","12,724.09","13,371.72","13,371.72","5,980,230,000"
1-Oct-07,"13,895.71","14,198.10","13,407.49","13,930.01","13,930.01","5,010,920,000"
1-Sep-07,"13,358.39","13,924.81","13,021.93","13,895.63","13,895.63","4,328,370,000"
1-Aug-07,"13,211.09","13,695.82","12,517.94","13,357.74","13,357.74","6,199,120,000"
1-Jul-07,"13,409.60","14,021.95","13,199.79","13,211.99","13,211.99","5,512,040,000"
1-Jun-07,"13,628.69","13,692.00","13,251.53","13,408.62","13,408.62","5,227,620,000"
1-May-07,"13,062.75","13,673.07","13,041.30","13,627.64","13,627.64","5,039,850,000"
1-Apr-07,"12,354.52","13,162.06","12,324.28","13,062.91","13,062.91","4,819,810,000"
1-Mar-07,"12,268.63","12,511.05","11,939.61","12,354.35","12,354.35","5,633,180,000"
1-Feb-07,"12,617.20","12,795.93","12,086.06","12,268.63","12,268.63","4,347,420,000"
1-Jan-07,"12,459.54","12,657.02","12,337.37","12,621.69","12,621.69","5,075,440,000"
